,index,round,homeTeam,awayTeam,xg,goal,minute,goalDifference,player,playerID,position,rating,team,eloTeam,keeper,keeperID,keeperRating,opponent,eloOpponent,isHome,x,y,distance,angle,situation,bodyPart
3859,154,16,Stade Brestois,Olympique Lyonnais,0.05751908197999,1,72,-3,Steve Mounié,345035,F,71,Stade Brestois,1522,Anthony Lopes,48535,82,Olympique Lyonnais,1696,True,10,43,10,16,corner,head
3860,154,16,Stade Brestois,Olympique Lyonnais,0.031693115830421,0,74,2,Karl Toko Ekambi,842931,F,77,Olympique Lyonnais,1696,Marco Bizot,100390,76,Stade Brestois,1522,False,20,21,27,43,assisted,strong-foot
3861,154,16,Stade Brestois,Olympique Lyonnais,0.065343372523785,0,74,2,Damien Da Silva,74083,D,36,Olympique Lyonnais,1696,Marco Bizot,100390,76,Stade Brestois,1522,False,9,36,9,23,corner,head
3862,154,16,Stade Brestois,Olympique Lyonnais,0.041848987340927,0,83,-2,Romain Del Castillo,825681,M,67,Stade Brestois,1522,Anthony Lopes,48535,82,Olympique Lyonnais,1696,True,21,16,31,48,free-kick,strong-foot
3863,154,16,Stade Brestois,Olympique Lyonnais,0.024098917841911,0,83,-2,Hugo Magnetti,861324,M,47,Stade Brestois,1522,Anthony Lopes,48535,82,Olympique Lyonnais,1696,True,27,31,28,18,set-piece,strong-foot
3864,154,16,Stade Brestois,Olympique Lyonnais,0.021139189600945,0,87,-2,Steve Mounié,345035,F,71,Stade Brestois,1522,Anthony Lopes,48535,82,Olympique Lyonnais,1696,True,32,53,34,22,assisted,strong-foot
3865,154,16,Stade Brestois,Olympique Lyonnais,0.033980503678322,0,90,-2,Hugo Magnetti,861324,M,47,Stade Brestois,1522,Anthony Lopes,48535,82,Olympique Lyonnais,1696,True,29,47,29,13,assisted,weak-foot
3866,154,16,Stade Brestois,Olympique Lyonnais,0.067500442266464,0,90,2,Karl Toko Ekambi,842931,F,77,Olympique Lyonnais,1696,Marco Bizot,100390,76,Stade Brestois,1522,False,10,52,15,50,assisted,strong-foot
3867,155,16,Troyes,Nantes,0.11774251610041,0,3,0,Ludovic Blas,806076,M,76,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,11,31,14,39,assisted,strong-foot
3868,155,16,Troyes,Nantes,0.052773531526327,0,18,0,Mostafa Mohamed,873551,F,73,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,10,34,11,30,corner,head
3869,155,16,Troyes,Nantes,0.30034476518631,0,20,0,Moussa Sissoko,27014,M,60,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,15,53,19,40,assisted,strong-foot
3870,155,16,Troyes,Nantes,0.016976220533252,0,21,0,Andrei Girotto,794836,D,64,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,27,26,30,27,throw-in-set-piece,strong-foot
3871,155,16,Troyes,Nantes,0.078355967998505,0,21,0,Mostafa Mohamed,873551,F,73,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,12,28,16,45,throw-in-set-piece,head
3872,155,16,Troyes,Nantes,0.11098343133926,0,27,0,Mostafa Mohamed,873551,F,73,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,12,45,13,22,assisted,head
3873,155,16,Troyes,Nantes,0.10348086059093,0,27,0,Mostafa Mohamed,873551,F,73,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,4,48,8,63,assisted,head
3874,155,16,Troyes,Nantes,0.036076512187719,0,36,0,Andreas Bruus,826070,M,52,Troyes,1536,Alban Lafont,826201,80,Nantes,1589,True,10,58,20,60,assisted,strong-foot
3875,155,16,Troyes,Nantes,0.038711737841368,0,37,0,Ludovic Blas,806076,M,76,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,20,55,25,36,assisted,strong-foot
3876,155,16,Troyes,Nantes,0.020035164430737,0,45,0,Ludovic Blas,806076,M,76,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,18,64,30,53,assisted,strong-foot
3877,155,16,Troyes,Nantes,0.018638636916876,0,47,0,Ludovic Blas,806076,M,76,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,30,52,32,21,assisted,strong-foot
3878,155,16,Troyes,Nantes,0.05033928155899,0,49,0,Wilson Odobert,1142679,M,60,Troyes,1536,Alban Lafont,826201,80,Nantes,1589,True,15,24,21,46,assisted,strong-foot
3879,155,16,Troyes,Nantes,0.022616907954216,0,51,0,Andrei Girotto,794836,D,64,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,26,48,27,17,regular,strong-foot
3880,155,16,Troyes,Nantes,0.016756687313318,0,54,0,Quentin Merlin,1102502,D,58,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,30,24,34,28,assisted,strong-foot
3881,155,16,Troyes,Nantes,0.033169485628605,0,59,0,Moses Simon,330051,F,69,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,15,22,23,50,assisted,weak-foot
3882,155,16,Troyes,Nantes,0.020578095689416,0,62,0,Renaud Ripart,247445,F,74,Troyes,1536,Alban Lafont,826201,80,Nantes,1589,True,22,57,27,37,assisted,strong-foot
3883,155,16,Troyes,Nantes,0.015864109620452,0,63,0,Rominigue Kouamé,846446,M,52,Troyes,1536,Alban Lafont,826201,80,Nantes,1589,True,10,62,24,65,assisted,weak-foot
3884,155,16,Troyes,Nantes,0.031268246471882,0,71,0,Moussa Sissoko,27014,M,60,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,27,40,27,0,regular,strong-foot
3885,155,16,Troyes,Nantes,0.070338182151318,0,76,0,Samuel Moutoussamy,892624,M,57,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,15,28,19,38,assisted,strong-foot
3886,155,16,Troyes,Nantes,0.033060412853956,0,81,0,Rony Lopes,190147,F,71,Troyes,1536,Alban Lafont,826201,80,Nantes,1589,True,24,54,27,30,assisted,strong-foot
3887,155,16,Troyes,Nantes,0.061500795185566,0,81,0,Xavier Chavalerin,157029,M,66,Troyes,1536,Alban Lafont,826201,80,Nantes,1589,True,26,37,26,6,regular,strong-foot
3888,155,16,Troyes,Nantes,0.035948652774096,0,85,0,Ludovic Blas,806076,M,76,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,26,29,28,22,set-piece,strong-foot
3889,155,16,Troyes,Nantes,0.056559842079878,0,90,0,Samuel Moutoussamy,892624,M,57,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,20,40,20,0,assisted,strong-foot
3890,155,16,Troyes,Nantes,0.18261882662773,0,90,0,Fabien Centonze,802034,D,49,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,7,42,7,15,assisted,head
3891,155,16,Troyes,Nantes,0.27170303463936,0,90,0,Nicolas Pallois,106496,D,55,Nantes,1589,Mateusz Lis,798375,73,Troyes,1536,False,4,40,4,0,corner,head
3892,156,16,Lorient,Montpellier,0.046715814620256,1,3,0,Teji Savanier,156682,M,75,Montpellier,1555,Vito Mannone,17053,69,Lorient,1570,False,25,20,32,38,free-kick,strong-foot
3893,156,16,Lorient,Montpellier,0.039863869547844,0,10,-1,Enzo Le Fée,984014,M,54,Lorient,1570,Jonas Omlin,571622,79,Montpellier,1555,True,17,11,33,59,free-kick,strong-foot
3894,156,16,Lorient,Montpellier,0.5351374745369,0,16,1,Teji Savanier,156682,M,75,Montpellier,1555,Vito Mannone,17053,69,Lorient,1570,False,11,46,12,28,assisted,strong-foot
3895,156,16,Lorient,Montpellier,0.033015992492437,0,22,1,Elye Wahi,979315,F,75,Montpellier,1555,Vito Mannone,17053,69,Lorient,1570,False,27,30,28,20,assisted,strong-foot
3896,156,16,Lorient,Montpellier,0.14591498672962,1,22,1,Elye Wahi,979315,F,75,Montpellier,1555,Vito Mannone,17053,69,Lorient,1570,False,10,36,10,21,regular,head
3897,156,16,Lorient,Montpellier,0.13676619529724,0,24,2,Arnaud Nordin,848458,M,69,Montpellier,1555,Vito Mannone,17053,69,Lorient,1570,False,18,38,18,6,assisted,strong-foot
3898,156,16,Lorient,Montpellier,0.11800847947598,0,30,2,Leo Leroy,976001,M,55,Montpellier,1555,Vito Mannone,17053,69,Lorient,1570,False,23,43,23,7,assisted,weak-foot
3899,156,16,Lorient,Montpellier,0.088715694844723,0,33,-2,Dango Ouattara,1106451,M,64,Lorient,1570,Jonas Omlin,571622,79,Montpellier,1555,True,10,39,10,5,assisted,head
3900,156,16,Lorient,Montpellier,0.082653656601906,0,34,-2,Terem Moffi,894396,F,72,Lorient,1570,Jonas Omlin,571622,79,Montpellier,1555,True,14,37,14,12,assisted,strong-foot
3901,156,16,Lorient,Montpellier,0.029833732172847,0,35,-2,Dango Ouattara,1106451,M,64,Lorient,1570,Jonas Omlin,571622,79,Montpellier,1555,True,12,35,13,22,corner,head
3902,156,16,Lorient,Montpellier,0.047671850770712,0,38,-2,Terem Moffi,894396,F,72,Lorient,1570,Jonas Omlin,571622,79,Montpellier,1555,True,12,47,13,30,assisted,head
3903,156,16,Lorient,Montpellier,0.024750078096986,0,48,-2,Dango Ouattara,1106451,M,64,Lorient,1570,Jonas Omlin,571622,79,Montpellier,1555,True,27,57,31,32,assisted,weak-foot
3904,156,16,Lorient,Montpellier,0.019524430856109,0,50,-2,Enzo Le Fée,984014,M,54,Lorient,1570,Jonas Omlin,571622,79,Montpellier,1555,True,26,53,29,26,assisted,strong-foot
3905,156,16,Lorient,Montpellier,0.037489075213671,0,52,-2,Dango Ouattara,1106451,M,64,Lorient,1570,Jonas Omlin,571622,79,Montpellier,1555,True,11,55,18,53,assisted,weak-foot
3906,156,16,Lorient,Montpellier,0.44624584913254,0,55,-2,Terem Moffi,894396,F,72,Lorient,1570,Jonas Omlin,571622,79,Montpellier,1555,True,6,44,7,33,regular,weak-foot
3907,156,16,Lorient,Montpellier,0.060981787741184,0,55,-2,Enzo Le Fée,984014,M,54,Lorient,1570,Jonas Omlin,571622,79,Montpellier,1555,True,20,26,24,34,assisted,strong-foot
3908,156,16,Lorient,Montpellier,0.092431500554085,0,63,-2,Terem Moffi,894396,F,72,Lorient,1570,Jonas Omlin,571622,79,Montpellier,1555,True,17,31,19,27,regular,strong-foot
3909,156,16,Lorient,Montpellier,0.010426506400108,0,65,2,Teji Savanier,156682,M,75,Montpellier,1555,Vito Mannone,17053,69,Lorient,1570,False,27,17,35,40,set-piece,strong-foot
3910,156,16,Lorient,Montpellier,0.17766736447811,0,77,2,Stephy Mavididi,605338,M,74,Montpellier,1555,Vito Mannone,17053,69,Lorient,1570,False,8,43,8,20,assisted,strong-foot
3911,156,16,Lorient,Montpellier,0.092661812901497,0,77,2,Stephy Mavididi,605338,M,74,Montpellier,1555,Vito Mannone,17053,69,Lorient,1570,False,3,50,10,73,regular,strong-foot
3912,156,16,Lorient,Montpellier,0.15098960697651,0,78,2,Béni Makouana,958865,M,60,Montpellier,1555,Vito Mannone,17053,69,Lorient,1570,False,4,26,14,74,regular,strong-foot
3913,156,16,Lorient,Montpellier,0.088908940553665,0,84,2,Stephy Mavididi,605338,M,74,Montpellier,1555,Vito Mannone,17053,69,Lorient,1570,False,22,38,22,5,assisted,strong-foot
3914,156,16,Lorient,Montpellier,0.068780891597271,0,85,2,Stephy Mavididi,605338,M,74,Montpellier,1555,Vito Mannone,17053,69,Lorient,1570,False,13,22,22,54,regular,weak-foot
3915,156,16,Lorient,Montpellier,0.023616863414645,0,87,2,Faitout Maouassa,801287,M,63,Montpellier,1555,Vito Mannone,17053,69,Lorient,1570,False,22,13,34,50,assisted,weak-foot
3916,156,16,Lorient,Montpellier,0.064874418079853,0,88,2,Valère Germain,140992,F,72,Montpellier,1555,Vito Mannone,17053,69,Lorient,1570,False,14,42,14,8,assisted,strong-foot
3917,156,16,Lorient,Montpellier,0.087259247899055,0,90,-2,Dango Ouattara,1106451,M,64,Lorient,1570,Jonas Omlin,571622,79,Montpellier,1555,True,4,29,11,70,assisted,strong-foot
3918,157,16,Nice,RC Lens,0.32128781080246,0,7,0,Jonathan Gradit,369650,D,27,RC Lens,1719,Kasper Schmeichel,1076,82,Nice,1645,False,6,50,11,59,regular,strong-foot
3919,157,16,Nice,RC Lens,0.20028772950172,0,8,0,Nicolas Pépé,593526,F,76,Nice,1645,Brice Samba,164055,77,RC Lens,1719,True,16,30,18,32,assisted,strong-foot
3920,157,16,Nice,RC Lens,0.11566504091024,0,10,0,Salis Abdul Samed,993455,M,46,RC Lens,1719,Kasper Schmeichel,1076,82,Nice,1645,False,14,42,14,8,assisted,strong-foot
3921,157,16,Nice,RC Lens,0.13870483636856,0,10,0,Wesley Saïd,227862,F,73,RC Lens,1719,Kasper Schmeichel,1076,82,Nice,1645,False,8,42,8,14,assisted,head
3922,157,16,Nice,RC Lens,0.026505960151553,0,11,0,Ross Barkley,98435,M,72,Nice,1645,Brice Samba,164055,77,RC Lens,1719,True,8,56,17,63,assisted,weak-foot
3923,157,16,Nice,RC Lens,0.043324839323759,0,20,0,Seko Fofana,191188,M,73,RC Lens,1719,Kasper Schmeichel,1076,82,Nice,1645,False,27,38,27,4,assisted,weak-foot
3924,157,16,Nice,RC Lens,0.17525205016136,0,26,0,Nicolas Pépé,593526,F,76,Nice,1645,Brice Samba,164055,77,RC Lens,1719,True,2,49,9,77,assisted,strong-foot
3925,157,16,Nice,RC Lens,0.12778854370117,0,28,0,Gaëtan Laborde,149730,F,81,Nice,1645,Brice Samba,164055,77,RC Lens,1719,True,9,38,9,12,assisted,head
3926,157,16,Nice,RC Lens,0.12157718837261,0,31,0,Salis Abdul Samed,993455,M,46,RC Lens,1719,Kasper Schmeichel,1076,82,Nice,1645,False,17,45,17,16,regular,strong-foot
3927,157,16,Nice,RC Lens,0.083151452243328,0,38,0,Wesley Saïd,227862,F,73,RC Lens,1719,Kasper Schmeichel,1076,82,Nice,1645,False,18,32,19,23,regular,weak-foot
3928,157,16,Nice,RC Lens,0.068301968276501,0,38,0,Salis Abdul Samed,993455,M,46,RC Lens,1719,Kasper Schmeichel,1076,82,Nice,1645,False,10,52,15,50,corner,strong-foot
3929,157,16,Nice,RC Lens,0.018546152859926,0,45,0,Jordan Lotomba,796279,D,47,Nice,1645,Brice Samba,164055,77,RC Lens,1719,True,28,55,31,28,assisted,strong-foot
3930,157,16,Nice,RC Lens,0.045821480453014,0,46,0,Seko Fofana,191188,M,73,RC Lens,1719,Kasper Schmeichel,1076,82,Nice,1645,False,20,27,23,33,assisted,weak-foot
3931,157,16,Nice,RC Lens,0.064981646835804,0,61,0,Ross Barkley,98435,M,72,Nice,1645,Brice Samba,164055,77,RC Lens,1719,True,24,36,24,9,assisted,strong-foot
3932,157,16,Nice,RC Lens,0.35280957818031,0,65,0,Ross Barkley,98435,M,72,Nice,1645,Brice Samba,164055,77,RC Lens,1719,True,14,34,15,23,assisted,weak-foot
3933,157,16,Nice,RC Lens,0.029598787426949,0,75,0,Pablo Rosario,804472,M,63,Nice,1645,Brice Samba,164055,77,RC Lens,1719,True,30,32,31,14,assisted,strong-foot
3934,157,16,Nice,RC Lens,0.030881438404322,0,83,0,Loïs Openda,835480,F,73,RC Lens,1719,Kasper Schmeichel,1076,82,Nice,1645,False,21,22,27,40,assisted,strong-foot
3935,157,16,Nice,RC Lens,0.017717625945807,0,85,0,Khéphren Thuram,904832,M,69,Nice,1645,Brice Samba,164055,77,RC Lens,1719,True,34,37,34,5,assisted,strong-foot
3936,157,16,Nice,RC Lens,0.022584026679397,0,90,0,Remy Labeau Lascary,1401005,F,70,RC Lens,1719,Kasper Schmeichel,1076,82,Nice,1645,False,25,22,30,35,assisted,strong-foot
3937,158,16,Olympique de Marseille,Toulouse,0.063989892601967,0,3,0,Sead Kolašinac,142148,D,61,Olympique de Marseille,1742,Maxime Dupé,96542,75,Toulouse,1546,True,11,38,11,10,assisted,head
3938,158,16,Olympique de Marseille,Toulouse,0.050748314708471,0,10,0,Farès Chaïbi,1192318,M,62,Toulouse,1546,Pau López,548848,80,Olympique de Marseille,1742,False,12,24,20,53,assisted,weak-foot
3939,158,16,Olympique de Marseille,Toulouse,0.054392907768488,0,12,0,Brecht Dejaegere,122859,M,62,Toulouse,1546,Pau López,548848,80,Olympique de Marseille,1742,False,25,38,25,4,assisted,strong-foot
3940,158,16,Olympique de Marseille,Toulouse,0.15806600451469,1,13,0,Valentin Rongier,581314,M,65,Olympique de Marseille,1742,Maxime Dupé,96542,75,Toulouse,1546,True,6,46,8,45,assisted,strong-foot
3941,158,16,Olympique de Marseille,Toulouse,0.075938396155834,0,15,1,Dimitri Payet,14216,M,76,Olympique de Marseille,1742,Maxime Dupé,96542,75,Toulouse,1546,True,20,46,20,16,assisted,weak-foot
3942,158,16,Olympique de Marseille,Toulouse,0.23435617983341,0,20,1,Alexis Sánchez,34120,F,81,Olympique de Marseille,1742,Maxime Dupé,96542,75,Toulouse,1546,True,11,40,11,0,regular,strong-foot
3943,158,16,Olympique de Marseille,Toulouse,0.027484791353345,0,24,-1,Issiaga Sylla,291695,D,60,Toulouse,1546,Pau López,548848,80,Olympique de Marseille,1742,False,27,37,27,6,corner,weak-foot
3944,158,16,Olympique de Marseille,Toulouse,0.052510000765324,0,31,1,Cengiz Ünder,758876,M,75,Olympique de Marseille,1742,Maxime Dupé,96542,75,Toulouse,1546,True,16,49,18,29,assisted,strong-foot
3945,158,16,Olympique de Marseille,Toulouse,0.02003693766892,0,32,1,Dimitri Payet,14216,M,76,Olympique de Marseille,1742,Maxime Dupé,96542,75,Toulouse,1546,True,46,50,47,12,assisted,weak-foot
3946,158,16,Olympique de Marseille,Toulouse,0.45966294407845,0,38,-1,Farès Chaïbi,1192318,M,62,Toulouse,1546,Pau López,548848,80,Olympique de Marseille,1742,False,6,39,6,9,assisted,head
3947,158,16,Olympique de Marseille,Toulouse,,1,41,1,Rasmus Nicolaisen,798124,D,40,Olympique de Marseille,1742,Maxime Dupé,96542,75,Toulouse,1546,True,17,43,17,10,regular,head
3948,158,16,Olympique de Marseille,Toulouse,0.26739943027496,0,44,-2,Thijs Dallinga,905381,F,69,Toulouse,1546,Pau López,548848,80,Olympique de Marseille,1742,False,10,42,10,11,assisted,strong-foot
3949,158,16,Olympique de Marseille,Toulouse,0.18661546707153,0,46,2,Dimitri Payet,14216,M,76,Olympique de Marseille,1742,Maxime Dupé,96542,75,Toulouse,1546,True,13,45,13,21,assisted,weak-foot
3950,158,16,Olympique de Marseille,Toulouse,0.033669833093882,0,48,2,Jonathan Clauss,821728,D,67,Olympique de Marseille,1742,Maxime Dupé,96542,75,Toulouse,1546,True,22,50,24,24,corner,weak-foot
3951,158,16,Olympique de Marseille,Toulouse,0.44272059202194,1,51,2,Sead Kolašinac,142148,D,61,Olympique de Marseille,1742,Maxime Dupé,96542,75,Toulouse,1546,True,9,34,10,33,assisted,strong-foot
3952,158,16,Olympique de Marseille,Toulouse,0.033563286066055,0,57,-3,Farès Chaïbi,1192318,M,62,Toulouse,1546,Pau López,548848,80,Olympique de Marseille,1742,False,32,42,32,3,assisted,weak-foot
3953,158,16,Olympique de Marseille,Toulouse,0.074143268167973,1,61,3,Dimitri Payet,14216,M,76,Olympique de Marseille,1742,Maxime Dupé,96542,75,Toulouse,1546,True,17,42,17,6,assisted,weak-foot
3954,158,16,Olympique de Marseille,Toulouse,0.020933819934726,0,63,-4,Veljko Birmančević,831510,F,64,Toulouse,1546,Pau López,548848,80,Olympique de Marseille,1742,False,27,13,38,45,assisted,strong-foot
3955,158,16,Olympique de Marseille,Toulouse,0.7884,1,66,-4,Branco van den Boomen,190883,M,73,Toulouse,1546,Pau López,548848,80,Olympique de Marseille,1742,False,13,40,13,0,penalty,strong-foot
3956,158,16,Olympique de Marseille,Toulouse,0.05038771033287,0,67,-3,Stijn Spierings,788977,M,65,Toulouse,1546,Pau López,548848,80,Olympique de Marseille,1742,False,23,31,24,21,regular,weak-foot
3957,158,16,Olympique de Marseille,Toulouse,0.034083224833012,0,75,-3,Stijn Spierings,788977,M,65,Toulouse,1546,Pau López,548848,80,Olympique de Marseille,1742,False,10,58,20,60,regular,strong-foot
3958,158,16,Olympique de Marseille,Toulouse,0.7884,1,80,3,Cengiz Ünder,758876,M,75,Olympique de Marseille,1742,Maxime Dupé,96542,75,Toulouse,1546,True,13,40,13,0,penalty,strong-foot
3959,158,16,Olympique de Marseille,Toulouse,0.13159237802029,1,82,4,Nuno Tavares,944973,D,60,Olympique de Marseille,1742,Maxime Dupé,96542,75,Toulouse,1546,True,7,33,9,45,assisted,strong-foot
3960,158,16,Olympique de Marseille,Toulouse,0.36683383584023,0,88,5,Ahmadou Bamba Dieng,1102503,F,75,Olympique de Marseille,1742,Maxime Dupé,96542,75,Toulouse,1546,True,10,41,10,5,assisted,weak-foot
3961,159,16,Stade de Reims,Stade Rennais,0.013590163551271,0,3,0,Marshall Munetsi,894733,M,57,Stade de Reims,1607,Steve Mandanda,27029,79,Stade Rennais,1741,True,14,30,17,35,corner,head
3962,159,16,Stade de Reims,Stade Rennais,0.15539449453354,0,4,0,Arbër Zeneli,227892,F,69,Stade de Reims,1607,Steve Mandanda,27029,79,Stade Rennais,1741,True,10,42,10,11,assisted,strong-foot
3963,159,16,Stade de Reims,Stade Rennais,0.064162716269493,0,5,0,Folarin Balogun,934237,F,73,Stade de Reims,1607,Steve Mandanda,27029,79,Stade Rennais,1741,True,9,25,17,59,assisted,strong-foot
3964,159,16,Stade de Reims,Stade Rennais,0.15460142493248,1,6,0,Folarin Balogun,934237,F,73,Stade de Reims,1607,Steve Mandanda,27029,79,Stade Rennais,1741,True,11,38,11,10,assisted,strong-foot
3965,159,16,Stade de Reims,Stade Rennais,0.020781980827451,0,14,-1,Martin Terrier,846445,F,81,Stade Rennais,1741,Yehvann Diouf,845183,72,Stade de Reims,1607,False,31,34,31,10,assisted,weak-foot
3966,159,16,Stade de Reims,Stade Rennais,0.097367741167545,1,22,1,Alexis Flips,879672,M,68,Stade de Reims,1607,Steve Mandanda,27029,79,Stade Rennais,1741,True,18,41,18,3,assisted,strong-foot
3967,159,16,Stade de Reims,Stade Rennais,0.07426805049181,0,25,-2,Benjamin Bourigeaud,324399,M,77,Stade Rennais,1741,Yehvann Diouf,845183,72,Stade de Reims,1607,False,14,32,16,29,regular,strong-foot
3968,159,16,Stade de Reims,Stade Rennais,0.13361990451813,0,26,-2,Martin Terrier,846445,F,81,Stade Rennais,1741,Yehvann Diouf,845183,72,Stade de Reims,1607,False,7,36,8,29,corner,head
3969,159,16,Stade de Reims,Stade Rennais,0.035964526236057,0,26,-2,Amine Gouiri,859026,F,80,Stade Rennais,1741,Yehvann Diouf,845183,72,Stade de Reims,1607,False,9,51,14,50,corner,strong-foot
3970,159,16,Stade de Reims,Stade Rennais,0.048508811742067,0,29,-2,Amine Gouiri,859026,F,80,Stade Rennais,1741,Yehvann Diouf,845183,72,Stade de Reims,1607,False,19,32,20,22,corner,strong-foot
3971,159,16,Stade de Reims,Stade Rennais,0.15115395188332,0,29,2,Folarin Balogun,934237,F,73,Stade de Reims,1607,Steve Mandanda,27029,79,Stade Rennais,1741,True,9,53,15,55,assisted,strong-foot
3972,159,16,Stade de Reims,Stade Rennais,0.909284055233,1,45,-2,Arthur Theate,965778,D,39,Stade Rennais,1741,Yehvann Diouf,845183,72,Stade de Reims,1607,False,1,37,3,71,corner,strong-foot
3973,159,16,Stade de Reims,Stade Rennais,0.073992364108562,0,53,-1,Benjamin Bourigeaud,324399,M,77,Stade Rennais,1741,Yehvann Diouf,845183,72,Stade de Reims,1607,False,12,45,13,22,assisted,strong-foot
3974,159,16,Stade de Reims,Stade Rennais,0.062985591590405,0,53,-1,Arnaud Kalimuendo,954061,F,75,Stade Rennais,1741,Yehvann Diouf,845183,72,Stade de Reims,1607,False,18,47,19,21,regular,strong-foot
3975,159,16,Stade de Reims,Stade Rennais,0.027114562690258,0,57,1,Arbër Zeneli,227892,F,69,Stade de Reims,1607,Steve Mandanda,27029,79,Stade Rennais,1741,True,19,25,24,38,assisted,strong-foot
3976,159,16,Stade de Reims,Stade Rennais,0.045272916555405,0,57,1,Alexis Flips,879672,M,68,Stade de Reims,1607,Steve Mandanda,27029,79,Stade Rennais,1741,True,25,32,26,17,assisted,strong-foot
3977,159,16,Stade de Reims,Stade Rennais,0.17051988840103,0,59,1,Junya Ito,783278,F,70,Stade de Reims,1607,Steve Mandanda,27029,79,Stade Rennais,1741,True,11,52,16,47,fast-break,strong-foot
3978,159,16,Stade de Reims,Stade Rennais,0.066129826009274,0,80,-1,Arnaud Kalimuendo,954061,F,75,Stade Rennais,1741,Yehvann Diouf,845183,72,Stade de Reims,1607,False,17,51,20,32,assisted,weak-foot
3979,159,16,Stade de Reims,Stade Rennais,0.079040192067623,0,80,-1,Martin Terrier,846445,F,81,Stade Rennais,1741,Yehvann Diouf,845183,72,Stade de Reims,1607,False,10,43,10,16,assisted,head
3980,159,16,Stade de Reims,Stade Rennais,0.072667866945267,0,81,-1,Martin Terrier,846445,F,81,Stade Rennais,1741,Yehvann Diouf,845183,72,Stade de Reims,1607,False,20,51,22,28,assisted,strong-foot
3981,159,16,Stade de Reims,Stade Rennais,0.59989547729492,1,84,1,Folarin Balogun,934237,F,73,Stade de Reims,1607,Steve Mandanda,27029,79,Stade Rennais,1741,True,11,34,12,28,regular,head
3982,160,17,AS Monaco,Stade Brestois,0.029265105724335,0,12,0,Mohamed Camara,1008849,M,56,AS Monaco,1720,Marco Bizot,100390,76,Stade Brestois,1520,True,30,45,30,9,assisted,weak-foot
3983,160,17,AS Monaco,Stade Brestois,0.041339538991451,0,15,0,Aleksandr Golovin,318963,M,71,AS Monaco,1720,Marco Bizot,100390,76,Stade Brestois,1520,True,17,29,20,32,assisted,strong-foot
3984,160,17,AS Monaco,Stade Brestois,0.038453407585621,0,18,0,Mohamed Camara,1008849,M,56,AS Monaco,1720,Marco Bizot,100390,76,Stade Brestois,1520,True,29,48,30,15,regular,strong-foot
3985,160,17,AS Monaco,Stade Brestois,0.094796374440193,0,23,0,Axel Disasi,827243,D,29,AS Monaco,1720,Marco Bizot,100390,76,Stade Brestois,1520,True,8,36,8,26,corner,head
3986,160,17,AS Monaco,Stade Brestois,0.062782935798168,0,30,0,Eliesse Ben Seghir,1394353,M,68,AS Monaco,1720,Marco Bizot,100390,76,Stade Brestois,1520,True,26,48,27,17,assisted,weak-foot
3987,160,17,AS Monaco,Stade Brestois,0.082125909626484,0,31,0,Islam Slimani,238708,F,74,Stade Brestois,1520,Alexander Nübel,584722,78,AS Monaco,1720,False,14,33,15,26,assisted,strong-foot
3988,160,17,AS Monaco,Stade Brestois,0.086046405136585,0,32,0,Krépin Diatta,873534,M,69,AS Monaco,1720,Marco Bizot,100390,76,Stade Brestois,1520,True,11,45,12,24,assisted,head
3989,160,17,AS Monaco,Stade Brestois,0.042266327887774,0,34,0,Eliesse Ben Seghir,1394353,M,68,AS Monaco,1720,Marco Bizot,100390,76,Stade Brestois,1520,True,12,25,19,51,assisted,weak-foot
3990,160,17,AS Monaco,Stade Brestois,0.076906345784664,0,36,0,Krépin Diatta,873534,M,69,AS Monaco,1720,Marco Bizot,100390,76,Stade Brestois,1520,True,3,48,8,69,assisted,head
3991,160,17,AS Monaco,Stade Brestois,0.13111996650696,0,43,0,Krépin Diatta,873534,M,69,AS Monaco,1720,Marco Bizot,100390,76,Stade Brestois,1520,True,5,46,7,50,set-piece,head
3992,160,17,AS Monaco,Stade Brestois,0.060406338423491,0,45,0,Guillermo Maripán,339909,D,40,AS Monaco,1720,Marco Bizot,100390,76,Stade Brestois,1520,True,10,37,10,16,corner,head
3993,160,17,AS Monaco,Stade Brestois,0.073501117527485,0,45,0,Krépin Diatta,873534,M,69,AS Monaco,1720,Marco Bizot,100390,76,Stade Brestois,1520,True,19,53,23,34,assisted,strong-foot
